grp,condition_id,n,sum_edge
Baseball Over,0x1b53ff88e262ae2f12d45b2f4b0ac5c38a06da940fc03e37c2739beac543feeb,1,0.446576
Baseball Over,0x1b73df257cad3519bb52e269583d7ba4312d48c336f24063606824af758d0710,1,-0.570000
Baseball Over,0x1bba5cb374e47a150a8974df9c415befec89edb632f9c2285d6065e7d3ea707f,1,-0.600000
Baseball Over,0x1bbf3c2208b5bd0016e5a2a1b0ab95a836433dc0f31be30d8564268d85389e4f,1,-0.350000
Baseball Over,0x1bc9671fb3b633cd93d7cde60404ef7074a64cd572150efdc3a6ec15c16c4eec,1,0.403971
Baseball Over,0x1be2883a48a38009255774d118ba957883676eba451688a6ab58fc22e19d7761,1,0.410000
Baseball Over,0x1be4688a5c6950da45c0c1934f85506f61303382ade56655687e7720ebf28857,2,-1.049713
Baseball Over,0x1c263cd69231e75801328ef16d4951665a0134e98f767f8c1557f986f6c1ff49,3,1.520260
Baseball Over,0x1c46d9166dc75301ebff94f6a33bf5a19bfa1e5e02a3b8efa17f88d31c791cab,3,-1.020000
Baseball Over,0x1c61fb1bc974903abf1cac4ae48f80074f67789955eac279b6de2ee09e142602,6,2.990000
Baseball Over,0x1c6b3aa4ee22e4aa16795c6972d03605e7b69fe4a978cbe356e676a5e86e726e,1,0.530000
Baseball Over,0x1c85d9c4cdb1cecf3e1acd16dccd6756e1e10a79ae1ae368c0667c30a83329cc,1,0.539859
Baseball Over,0x1c9953df6a312ae7a6e171eb3887052366cc19a6a2d35db8672a48b6edf181b1,3,1.580000
Baseball Over,0x1cb319049734334032a84df91bf874eac4eebac92f773f3b40d6058187eabbf9,1,0.150000
Baseball Over,0x1cef61f0dfa0be8aab7b4a22b204ebf25ec6ff96f3f33c8314878e279755b493,1,-0.550000
Baseball Over,0x1d0fe9758c8d451f997f52d9bc0b73597ae82a70f515df47c9f62fd683146ef3,6,-2.610000
Baseball Over,0x1d233271f46f43cd47458662cf57646b7caf277bbd67c7711f3d613c7d86d705,1,0.400000
Baseball Over,0x1d50769b1985b3c555a9ea255da4c047273d633a98e69a29257c1da2b4e68ef2,2,-1.050000
Baseball Over,0x1d8a422e5f9dd21030d5282875d57fef319b4e352cdf50f292ec8925c70a073d,3,-1.442034
Baseball Over,0x1da591e111089fd408f48e232b31f984909bea2065c167acf9445e166932e104,1,0.040326
Baseball Over,0x1dce3448d356ba79908bb609dd61ab6e25c0717c8ff13e652d07fda468afdc87,1,0.370278
